-0.08831,0.17679,-0.16126,0.11098,0.11057,-0.06810,-0.23472,-0.03475,0.01940,-0.02621,-0.09903,0.11172,0.45469,-0.35300,0.10617,-0.02062,-0.20431,0.32016,0.06183,0.00470,-0.63586,-0.24146,0.16472,-0.14745,-0.04572,0.04287,-0.02550,-0.04233,0.02791,-0.02419,0.00529,-0.03375,0.01059,0.03189,0.01857,-0.05642,0.00898,-0.00147,-0.04947,0.04674,0.05710,-0.06989,0.01171,0.02858,0.03388,0.04314,0.02416,0.04070,-0.05587,-0.20204,-0.05249,-0.07832,-0.06055,-0.03889,0.16684,-0.37787,-0.07561,0.19213,-0.05532,-0.20836,-0.10063,-0.22268,0.99269,-0.62010,-0.00163,0.07938,0.40794,-0.07772,0.37256,0.17387,-0.03221,0.02710,-0.07118,0.05918,-0.01264,-0.04689,0.13490,-0.15495,-0.02203,0.00456,0.06693,-0.05506,0.02031,0.03828,0.01517,-0.06344,-0.01048,-0.01025,-0.04076,-0.01330,0.22660,0.00573,-0.09086,0.12028,0.09811,-0.37689
0.24116,0.26501,-0.23287,0.22305,0.01993,0.10418,-0.35616,0.06922,-0.40973,-0.14122,-0.19498,0.03366,1.03870,0.25493,0.46427,-0.05063,0.23033,0.74578,0.24331,-0.25935,-1.04959,-0.54328,-0.23768,-0.25379,0.01927,-0.04241,-0.08068,-0.00422,0.00211,0.02234,0.09239,0.03341,0.05774,0.01578,-0.00294,-0.09054,0.00510,0.03555,-0.10968,-0.03524,0.00873,-0.14199,-0.00157,-0.02310,0.00711,0.02384,-0.01465,0.04795,-0.15376,-0.09407,-0.44628,0.15018,0.02535,-0.28761,-0.48778,-0.68224,-0.46758,0.03987,-0.81819,-0.04893,1.01799,-0.39160,1.64142,-0.77831,-0.36235,1.52944,0.83378,0.15847,-0.09739,0.01339,0.18646,-0.25698,-0.05024,0.02939,-0.25942,0.14186,-0.00483,-0.19445,-0.09766,0.07510,-0.04032,-0.00004,0.02667,-0.07565,0.08140,0.02889,-0.22328,0.02834,-0.03067,-0.15173,-0.06571,0.01784,-0.22727,-0.53008,0.06096,-0.06630
-0.25225,0.53486,-0.42508,0.34110,0.25934,-0.04680,-0.72751,-0.26973,-0.24094,0.04245,-0.59902,0.33652,2.26473,-0.12927,1.10277,-0.39724,0.03938,1.38153,0.71842,-0.20671,-2.32086,-0.97843,-0.11670,-0.72673,0.05425,0.00937,-0.10400,0.04353,-0.06702,0.02821,-0.00017,0.01146,0.05422,0.12841,0.01785,-0.24806,0.06936,-0.01592,-0.10047,0.02009,0.05816,-0.26874,0.03699,-0.04172,0.02825,-0.06339,-0.01258,0.01406,0.32136,-0.16235,-0.75301,0.25277,-0.04478,-0.40225,-0.00403,-0.46042,-1.77706,-0.30089,-0.61918,-1.08016,0.94071,0.66937,3.24721,-1.46135,0.50359,2.25577,1.38180,0.61005,0.78932,0.22063,0.35236,-0.07268,-0.16053,0.04731,-0.36824,-0.12440,0.03991,-0.38467,-0.05220,0.01257,-0.03389,-0.02024,-0.01771,-0.06169,0.12678,-0.05843,-0.33802,0.07637,-0.03090,-0.31749,0.07068,0.06392,-0.27967,-0.54206,0.33178,-0.16393
-1.10060,-0.36657,0.44316,-0.51358,0.31853,-0.65375,0.29274,-0.59765,1.16785,0.66319,0.02203,0.44479,-1.66570,-0.80925,-0.15238,-0.20459,-0.68163,-0.86988,1.02392,0.58705,2.11340,0.95968,0.62817,-0.62219,-0.01096,-0.00450,-0.02987,0.02087,0.02537,0.00456,-0.09324,-0.04605,0.02602,-0.08714,-0.10297,0.17376,0.12075,-0.01329,0.11512,0.11324,-0.01630,0.29542,0.01174,-0.02565,-0.01491,0.02485,-0.05423,-0.06020,0.88307,-0.27430,0.62439,-0.10390,-0.32025,0.46775,1.90745,1.41604,-0.94788,-0.73672,2.26434,-1.82852,-3.16452,1.58736,-1.63565,0.95145,2.05654,-2.87029,-0.99560,-0.06929,1.54349,0.28637,-0.13163,0.76123,-0.17086,-0.11437,0.57293,-1.00261,0.22669,0.18867,0.14731,-0.07894,0.24071,0.06606,-0.08281,0.09816,-0.19788,-0.05421,0.30699,-0.11470,-0.03263,0.13188,0.10680,-0.09479,0.61939,1.40461,0.17629,0.11970
-0.10272,0.10995,-0.05718,0.03753,0.04945,-0.13260,-0.15222,0.04167,0.11933,0.03551,0.06878,0.21143,-0.10781,-0.57870,-0.36308,0.19615,-0.42706,-0.21318,-0.28032,0.18952,-0.19187,-0.04992,0.43509,0.05677,0.01950,-0.00696,0.00058,0.02561,0.04506,-0.03082,-0.03237,-0.00088,0.01104,-0.06543,0.03178,-0.02163,0.04828,-0.03608,-0.05298,0.07380,-0.02766,0.05341,-0.00142,-0.02285,-0.01555,0.02230,0.01066,0.03280,-0.25567,-0.37768,0.32581,-0.21307,-0.15828,0.06036,0.33368,-0.37288,0.67301,0.54616,0.21627,-0.02737,-0.79983,-0.62886,0.34732,-0.49083,-0.19812,-0.95090,0.16212,-0.46290,0.52508,0.21633,-0.17284,0.08045,-0.18194,0.09685,-0.01415,-0.05091,0.26853,-0.04657,-0.02634,-0.05872,0.03135,0.03984,-0.04510,0.03558,0.03054,0.01670,0.12844,0.00409,-0.00991,0.08448,0.34235,-0.00813,0.00255,0.45139,0.00002,-0.66765
0.92240,0.19927,-0.21539,0.35575,-0.36610,0.44299,-0.21695,0.68944,-0.96793,-0.50023,0.14781,-0.22325,0.75076,0.34769,-2.52884,0.95686,0.27081,0.18033,-2.10454,0.22324,-0.13101,-0.13795,-0.15510,1.21804,-0.00258,0.01404,-0.04701,0.05724,0.00069,0.10276,0.04116,-0.00167,0.08808,0.08094,0.00267,-0.26792,0.02618,-0.01623,-0.08696,-0.11328,0.03347,-0.37426,-0.00519,0.01176,0.05644,-0.07797,-0.00864,-0.01986,-0.67233,-0.16358,-0.34897,-0.02489,0.13394,-0.30080,-1.04294,-1.58583,0.13737,0.61901,-1.94574,0.95133,1.93483,-2.12604,1.24640,-1.08921,-2.28518,1.80156,0.95925,-0.43302,-0.55255,-0.04178,-0.03209,-0.32649,0.04098,0.02925,-0.53318,0.51694,-0.10584,-0.26954,-0.01254,0.03860,-0.11279,-0.01105,0.04272,-0.11439,0.08450,-0.03172,-0.33712,0.08390,0.05099,-0.30362,-0.03846,0.07752,-0.33873,-0.56683,-0.12779,-0.32254
0.28607,0.00948,-0.01788,0.03681,-0.01903,0.36784,0.02262,-0.17059,-0.52154,-0.15862,-0.19873,-0.33237,0.50795,0.94465,2.01476,-0.62802,0.78952,0.69413,1.39033,-0.64946,-0.68152,-0.44345,-0.93391,-0.69447,0.03817,0.01887,-0.03613,-0.01228,0.03712,0.03347,0.11968,0.04930,0.02299,0.13813,0.05872,-0.11284,-0.08675,0.02163,-0.03388,-0.13683,0.05309,-0.13306,-0.05760,0.01604,0.02819,-0.00054,-0.02425,0.05622,0.21760,0.68417,-0.80100,0.37465,0.26277,-0.33713,-1.11135,0.31349,-0.83307,-0.61955,-0.69507,0.35938,2.16626,0.97323,0.35808,0.28470,0.05004,2.35247,0.07358,0.99624,-1.24084,-0.45197,0.36805,-0.39233,0.17345,-0.02986,-0.16506,0.34304,-0.36787,0.08997,0.03724,-0.00501,-0.09331,-0.07377,0.06352,-0.11202,0.00006,-0.01586,-0.31372,0.03379,0.03365,-0.15880,-0.46314,0.10124,-0.24979,-0.95929,0.05233,0.84640
0.85657,0.22409,-0.32409,0.34789,-0.31762,0.37609,-0.24695,0.62947,-0.78337,-0.47600,0.13820,-0.19906,0.90884,0.42506,-1.64824,0.62120,0.26031,0.21626,-1.85319,0.00229,-0.74662,-0.31787,-0.14111,1.14754,0.06998,-0.01464,-0.05001,-0.00983,0.00897,0.00558,0.00223,0.00262,0.02829,0.02165,0.03938,-0.07713,-0.07091,-0.04220,-0.02114,-0.04010,-0.04513,-0.19063,0.00472,0.02133,0.05801,-0.06733,0.03038,-0.03241,-0.71062,-0.18284,-0.09263,-0.12714,0.10167,-0.23655,-0.83261,-1.24180,0.81013,0.65982,-1.39657,1.10857,1.16613,-1.66399,0.92447,-0.55618,-1.51317,1.23866,0.82708,-0.44777,-0.54533,-0.04639,-0.02243,-0.35531,0.12947,0.01448,-0.28508,0.61287,-0.21076,-0.07900,-0.09290,0.01210,-0.14420,-0.09784,0.01010,-0.02226,0.07532,0.05566,-0.21737,0.09968,0.07200,-0.11281,-0.07344,0.04095,-0.32621,-0.72773,-0.18680,-0.11242
0.63667,0.26480,-0.29331,0.31880,-0.32468,0.18261,-0.33479,0.68849,-0.55157,-0.39449,0.21671,0.05345,0.67104,-0.20681,-2.44014,0.98541,-0.22275,-0.07126,-2.31471,0.37534,-0.48060,-0.22242,0.33262,1.29571,0.00880,-0.02348,-0.07076,0.05761,-0.04956,-0.05938,-0.01565,0.06709,0.00075,-0.10652,-0.00675,-0.08862,-0.02634,0.00619,-0.10172,0.06060,-0.06189,-0.13388,-0.05482,0.03184,-0.01828,0.00093,0.00832,0.02636,-0.90330,-0.55552,0.31937,-0.34653,-0.03218,-0.09039,-0.31190,-1.58934,1.37655,1.04291,-1.16517,1.00904,0.28309,-2.33536,1.02376,-1.03289,-1.71496,0.17516,0.94363,-0.94360,0.11368,0.20265,-0.21685,-0.14323,-0.06186,0.13596,-0.25828,0.40934,0.12240,-0.14244,-0.06612,0.02725,-0.04067,-0.03623,-0.00717,0.01935,0.13426,-0.01708,-0.05128,-0.00135,0.03112,0.01060,0.23559,0.03551,-0.23975,-0.11204,-0.26197,-0.80869
-0.05289,-0.01035,0.04015,0.00998,0.12593,0.16753,-0.04182,-0.18950,-0.18443,0.02471,-0.23912,-0.12602,0.46964,0.58111,1.40708,-0.55628,0.53372,0.62313,1.25584,-0.42487,-0.42297,-0.22618,-0.59198,-0.73366,0.06088,0.03107,-0.05320,-0.01292,0.01899,0.02465,0.04473,-0.03677,0.00222,0.07894,0.00100,-0.05237,-0.02580,-0.00499,0.02228,-0.08843,0.10634,-0.14418,-0.05944,0.00008,0.01311,-0.00400,-0.02601,-0.02101,0.46747,0.41362,-0.62633,0.37982,0.10924,-0.22996,-0.38161,0.49997,-1.27742,-0.69346,-0.23301,-0.35061,1.13044,1.25629,0.47542,0.19071,0.53812,1.68756,0.07552,0.88295,-0.44345,-0.24106,0.31804,-0.19936,0.11156,-0.04034,-0.08875,0.05675,-0.26763,0.03805,-0.00290,0.04746,-0.10115,0.03906,0.03953,-0.03629,-0.06467,-0.05385,-0.23730,0.05436,0.00685,-0.14256,-0.42703,-0.00497,-0.08723,-0.57132,0.19587,0.75611
0.03476,0.52341,-0.65611,0.43782,0.01274,-0.15036,-0.67069,0.18884,-0.03468,-0.23858,-0.16282,0.41452,1.20153,-1.29669,-0.71391,0.55260,-0.81766,0.40167,-1.40081,0.29915,-2.14403,-0.85238,0.81086,0.54744,-0.00815,-0.00343,-0.02989,-0.02345,0.05397,-0.02392,-0.04455,0.02601,-0.06557,-0.18259,-0.01495,-0.01660,0.02437,-0.04513,-0.09129,0.13857,-0.07809,-0.06203,0.01762,-0.01664,-0.05120,-0.00940,0.05569,-0.05895,-1.07591,-0.93882,0.42788,-0.50984,-0.24013,0.02438,0.19622,-1.91687,1.86184,1.57708,-0.62360,0.59476,-0.58762,-2.35477,2.58489,-2.14781,-1.26701,-0.82368,1.30080,-1.05295,0.98820,0.60477,-0.23774,-0.00609,-0.41069,0.17193,-0.12979,0.17914,0.57633,-0.42802,-0.22663,-0.01830,0.05135,-0.02880,-0.08969,0.05422,0.27485,0.02268,0.27823,0.03890,-0.00917,0.15051,0.93884,-0.05999,-0.19683,0.41611,-0.07937,-1.87154
-0.27752,0.40337,-0.40367,0.24563,0.21693,-0.28031,-0.51429,-0.11665,0.10484,-0.00097,-0.25076,0.38491,1.00616,-0.85024,-0.10192,0.19486,-0.54869,0.42303,-0.22239,0.14350,-1.44227,-0.60581,0.49225,-0.13828,0.04679,-0.05160,-0.05429,0.02149,-0.05987,0.01446,0.00893,-0.00185,0.01351,-0.08537,-0.00504,-0.11503,0.10288,0.02861,-0.04700,0.11149,-0.00726,-0.09057,0.05775,0.03480,-0.05119,0.01068,-0.03733,-0.00646,-0.29945,-0.68356,0.08461,-0.24088,-0.17115,-0.01290,0.54859,-1.00561,0.15454,0.63011,-0.12805,-0.48725,-0.44622,-0.88047,2.12459,-1.55122,-0.12286,-0.25339,0.96103,-0.41125,1.06737,0.45678,-0.13210,0.18410,-0.26631,0.13404,-0.09925,-0.18887,0.32117,-0.38823,-0.07675,0.03652,0.05745,-0.01373,0.00094,0.03921,0.14664,-0.06066,0.06037,0.00224,-0.05072,0.02177,0.46199,-0.04113,-0.10287,0.37347,0.12837,-0.94590
-0.69650,-0.02485,0.04377,-0.12497,0.51272,-0.14401,-0.17635,-0.82119,0.23650,0.38995,-0.57473,0.14437,0.73194,0.31606,3.19666,-1.21625,0.33268,1.01327,2.86527,-0.54730,-0.85447,-0.38751,-0.56146,-1.87690,0.00502,-0.03050,-0.04945,0.02697,-0.02972,0.06867,0.01654,-0.01748,0.09847,0.16779,-0.06429,-0.11857,0.05395,0.02693,-0.03644,-0.10254,0.13915,-0.14109,-0.01213,0.00021,0.08079,-0.02983,0.05417,0.02199,0.99557,0.51854,-0.87840,0.53400,0.11779,-0.24746,0.07097,1.08462,-2.37631,-1.24259,0.39225,-1.43212,0.56514,2.75676,0.95066,0.25327,1.88152,1.67965,-0.00553,1.49239,0.20318,-0.16460,0.50638,0.06920,-0.00772,-0.04512,-0.03861,-0.40657,-0.15854,-0.12527,0.02459,0.04789,0.01738,0.02656,-0.00506,-0.04104,-0.02467,-0.07418,-0.26425,-0.00750,-0.05776,-0.16321,-0.38342,0.06643,-0.04519,-0.38731,0.43177,0.84651
0.41207,-0.09120,0.02241,0.05148,-0.06371,0.39031,0.05020,0.05889,-0.57992,-0.21316,-0.09756,-0.36876,0.27515,0.81079,1.15586,-0.32260,0.62239,0.41068,0.72969,-0.47809,-0.48193,-0.31754,-0.71934,-0.31273,0.00004,-0.03772,-0.00859,0.04621,-0.02206,0.01760,0.06043,0.06303,0.03440,0.13679,0.09216,-0.10251,-0.07152,-0.00487,-0.00927,-0.12918,0.02455,-0.10501,-0.03435,-0.04248,-0.01550,-0.00137,0.00878,0.01495,-0.11441,0.51988,-0.55927,0.22859,0.25837,-0.30986,-0.97087,-0.02024,-0.23512,-0.21570,-0.79917,0.63495,1.80252,0.18334,0.27669,0.16419,-0.38661,1.72963,0.14627,0.53689,-1.11487,-0.40523,0.20067,-0.43891,0.17731,-0.04202,-0.15538,0.35379,-0.27904,0.01840,-0.00008,0.07091,-0.14970,-0.07256,0.00536,-0.10936,-0.00518,0.03626,-0.23255,0.02696,0.02579,-0.07147,-0.33481,0.02161,-0.17439,-0.74418,0.01561,0.45997
